product_name,hsncode,gst,MRP,saleprice,purchase price,sub_category,category,patanjali_cat,box_size,
POPULAR DETERGENT POWDER 2 KG-T,34029011,18.00,98.00,76.90,72.61,DETERGENT POWDER,HOME CARE,NON FOOD,12,
PAPAD KALI MIRCH (HAND MADE) - T,19059040,0.00,52.00,46.22,44.02,PAPAD,RICE/PULSES/SPICES,FOOD,50,
PAPAD PUDHINA (HAND MADE) - T,19059040,0.00,52.00,46.22,44.02,PAPAD,RICE/PULSES/SPICES,FOOD,50,
HARD BOILED CANDY- KACHA AAM (JAR) -T,17049030,12.00,115.00,85.57,80.80,CANDY,BISCUIT & CONFFECTIONARY,FOOD,16,
ORANGE BEVERAGES - 200 ML,22029020,12.00,20.00,15.39,14.58,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,27,
NUTTY DELITE BISCUITS - 200 GM - T,19053100,18.00,30.00,22.60,21.34,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,36,
NUTTY DELITE BISCUITS -66 GM - T(100 PC),19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
HALDI CHANDAN KANTI BODY CLN-(4X1) 75 GM,34011941,18.00,47.00,36.88,34.83,BATHING SOAP,HOME CARE,NON FOOD,36,
SPECIAL BASMATI RICE 1 KG,10063020,5.00,125.00,101.75,95.72,RICE,RICE/PULSES/SPICES,FOOD,20,
MARIE BISCUIT 100G X 100 PCS,19053100,18.00,12.00,9.04,8.54,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
NAMKEEN BISCUIT 80G X 50 PCS,19059020,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,50,
JEERA COOKIES 200G X 24 PCS,19059020,18.00,50.00,37.66,35.57,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,24,
ALOEVERA KANTI BODY CLEANSER-(4X1) 75 GM,34011941,18.00,47.00,36.88,34.83,BATHING SOAP,HOME CARE,NON FOOD,36,
SHAKTI RICE XXL 10 KG (T),10063020,5.00,"1,020.00",867.35,824.08,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL 10 KG (NT),10063020,5.00,970.00,824.83,783.69,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL TIBAR 10 KG (T),10063020,5.00,830.00,718.61,682.77,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL TIBAR 10 KG (NT),10063020,5.00,790.00,683.98,649.86,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL DUBAR 10 KG (T),10063020,5.00,780.00,675.32,641.64,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL DUBAR 10 KG (NT),10063020,5.00,745.00,645.02,612.85,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL MOGRA 10 KG (T),10063020,5.00,550.00,476.19,452.44,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL MOGRA 10 KG (NT),10063020,5.00,525.00,454.55,431.87,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL MINI MOGRA 10 KG (T),10063020,5.00,420.00,363.64,345.50,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL MINI MOGRA 10 KG (NT),10063020,5.00,400.00,346.32,329.05,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI RICE XXL 25 KG (T),10063020,5.00,"2,535.00",2155.61,2048.09,RICE,RICE/PULSES/SPICES,FOOD,1,
SHAKTI RICE XXL 25 KG (NT),10063020,5.00,"2,415.00",2053.57,1951.14,RICE,RICE/PULSES/SPICES,FOOD,1,
SHAKTI RICE XXL TIBAR 25 KG (T),10063020,5.00,"2,060.00",1783.55,1694.58,RICE,RICE/PULSES/SPICES,FOOD,1,
SHAKTI RICE XXL TIBAR 25 KG (NT),10063020,5.00,"1,960.00",1696.97,1612.32,RICE,RICE/PULSES/SPICES,FOOD,1,
SHAKTI RICE XXL DUBAR 25 KG (T),10063020,5.00,"1,935.00",1675.32,1591.76,RICE,RICE/PULSES/SPICES,FOOD,1,
SHAKTI RICE XXL DUBAR 25 KG  (NT),10063020,5.00,"1,840.00",1593.07,1513.61,RICE,RICE/PULSES/SPICES,FOOD,1,
SHAKTI RICE XXL MOGRA 25 KG (T),10063020,5.00,"1,360.00",1177.49,1118.75,RICE,RICE/PULSES/SPICES,FOOD,1,
SHAKTI RICE XXL MOGRA 25 KG (NT),10063020,5.00,"1,295.00",1121.21,1065.28,RICE,RICE/PULSES/SPICES,FOOD,1,
SHAKTI RICE XXL MINI MOGRA 25 KG (T),10063020,5.00,"1,035.00",896.10,851.41,RICE,RICE/PULSES/SPICES,FOOD,1,
SHAKTI RICE XXL MINI MOGRA 25 KG (NT),10063020,5.00,985.00,852.81,810.27,RICE,RICE/PULSES/SPICES,FOOD,1,
DHANASHREE BASMATI RICE 10 KG (T),10063020,5.00,"1,100.00",935.37,888.72,RICE,RICE/PULSES/SPICES,FOOD,4,
DHANASHREE MASMATI RICE 10 KG (NT),10063020,5.00,"1,045.00",888.61,844.28,RICE,RICE/PULSES/SPICES,FOOD,4,
ROZANA BASMATI 10 KG (T),10063020,5.00,910.00,773.81,735.21,RICE,RICE/PULSES/SPICES,FOOD,4,
ROZANA BASMATI 10 KG (NT),10063020,5.00,865.00,735.54,698.85,RICE,RICE/PULSES/SPICES,FOOD,4,
SONA MASOORI RICE 10 KG (T),10063090,5.00,675.00,589.78,566.00,RICE,RICE/PULSES/SPICES,FOOD,4,
SONA MASOORI RICE 10 KG (NT),10063090,5.00,640.00,559.20,536.66,RICE,RICE/PULSES/SPICES,FOOD,4,
LASHKARI KOLAM 10 KG (T),10063090,5.00,750.00,661.38,628.39,RICE,RICE/PULSES/SPICES,FOOD,4,
LASHKARI KOLAM 10 KG (NT),10063090,5.00,715.00,630.51,599.06,RICE,RICE/PULSES/SPICES,FOOD,4,
ROYAL SONA MASOORI RICE 10 KG (T),10063090,5.00,700.00,617.28,598.43,RICE,RICE/PULSES/SPICES,FOOD,4,
ROYAL SONA MASOORI RICE 10 KG (NT),10063090,5.00,665.00,586.42,568.51,RICE,RICE/PULSES/SPICES,FOOD,4,
DHANASHREE BASMATI RICE 25 KG (T),10063020,5.00,"2,725.00",2317.18,2201.59,RICE,RICE/PULSES/SPICES,FOOD,1,
DHANASHREE BASMATI RICE 25 KG (NT),10063020,5.00,"2,595.00",2206.63,2096.56,RICE,RICE/PULSES/SPICES,FOOD,1,
ROZANA BASMATI 25 KG (T),10063020,5.00,"2,260.00",1921.77,1825.91,RICE,RICE/PULSES/SPICES,FOOD,1,
ROZANA BASMATI 25 KG (NT),10063020,5.00,"2,150.00",1828.23,1737.04,RICE,RICE/PULSES/SPICES,FOOD,1,
SONA MASOORI RICE 25 KG (T),10063090,5.00,"1,650.00",1441.68,1383.57,RICE,RICE/PULSES/SPICES,FOOD,1,
SONA MASOORI RICE 25 KG (NT),10063090,5.00,"1,570.00",1371.78,1316.49,RICE,RICE/PULSES/SPICES,FOOD,1,
LASHKARI KOLAM 25 KG (T),10063090,5.00,"1,815.00",1600.53,1520.69,RICE,RICE/PULSES/SPICES,FOOD,1,
LASHKARI KOLAM 25 KG (NT),10063090,5.00,"1,730.00",1525.57,1449.48,RICE,RICE/PULSES/SPICES,FOOD,1,
ROYAL SONA MASOORI RICE 25 KG (T),10063090,5.00,"1,700.00",1499.12,1453.34,RICE,RICE/PULSES/SPICES,FOOD,1,
ROYAL SONA MASOORI RICE 25 KG (NT),10063090,5.00,"1,620.00",1428.57,1384.95,RICE,RICE/PULSES/SPICES,FOOD,1,
MOSAMBI DRINK 500 ML,22029020,12.00,30.00,23.09,21.87,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,24,
MOSAMBI DRINK 250 ML,22029020,12.00,15.00,11.55,10.93,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,24,
SUNFLOWER OIL 1 LTR. (B),15121910,5.00,100.00,89.85,86.23,SUNFLOWER OIL,PHYSICAL OIL & GHEE,FOOD,12,
SUNFLOWER OIL 1 LTR. (P),15121910,5.00,95.00,85.35,81.91,SUNFLOWER OIL,PHYSICAL OIL & GHEE,FOOD,12,
SUNFLOWER OIL 5 LTR. (J),15121910,5.00,500.00,453.51,435.23,SUNFLOWER OIL,PHYSICAL OIL & GHEE,FOOD,4,
SOYABEAN OIL 1 LTR. (B),15079010,5.00,95.00,85.35,81.91,SOYABEAN OIL,PHYSICAL OIL & GHEE,FOOD,12,
SOYABEAN OIL 1 LTR. (P),15079010,5.00,90.00,80.86,77.60,SOYABEAN OIL,PHYSICAL OIL & GHEE,FOOD,12,
SOYABEAN OIL 5 LTR. (J),15079010,5.00,475.00,430.84,413.47,SOYABEAN OIL,PHYSICAL OIL & GHEE,FOOD,4,
SUNFLOWER OIL 15 LTR.,15121910,5.00,"1,220.00",1117.22,1089.97,SUNFLOWER OIL,PHYSICAL OIL & GHEE,FOOD,1,
SOYABEAN OIL 15 LTR.,15079010,5.00,"1,185.00",1085.16,1058.70,SOYABEAN OIL,PHYSICAL OIL & GHEE,FOOD,1,
MUSTARD OIL 1 LTR. (B),15149920,5.00,115.00,102.36,98.23,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,12,
MUSTARD OIL 1 LTR. (P),15149920,5.00,110.00,97.91,93.96,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,12,
MUSTARD OIL 5 LTR. (J),15149920,5.00,570.00,517.01,496.17,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,4,
BUTTER COOKIES (75 GM) -T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
KESH KANTI HAIR CLEANSER NATURAL  450 ML,33051090,18.00,150.00,112.99,106.70,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,24,
KESH KANTI H. CLEANSER M.PROTIEN 450 ML,33051090,18.00,190.00,143.13,135.15,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,24,
SUPER DISH WASH GEL NEEM & LEMON 200ML,34022090,18.00,50.00,39.23,37.05,DISHWASH,HOME CARE,NON FOOD,48,
SUPER DISH WASH GEL RAKH & LEMON 200ML,34022090,18.00,50.00,39.23,37.05,DISHWASH,HOME CARE,NON FOOD,48,
LIV-AMRIT SYRUP - 200 ML,30049011,12.00,75.00,55.80,52.84,SYRUP,JUICES & NATURAL BEVERAGES,FOOD,36,
NEEM KANTI BODY CLEANSER SCHEME(2+1)150G,34011941,18.00,85.00,66.70,62.98,BATHING SOAP,HOME CARE,NON FOOD,24,
ALOEVERA HAND WASH 250 ML,34013019,18.00,60.00,45.20,42.68,HAND WASH,NATURAL PERSONAL CARE,NON FOOD,30,
DRISHTI EYE DROP 10 ML,30049011,12.00,20.00,14.88,14.09,DRISHTI EYE DROP,NATURAL PERSONAL CARE,NON FOOD,240,
CHEF SP.GOLDEN SELA BASMATI RICE 10KG(T),10063020,5.00,800.00,692.64,671.49,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF SP.GOLDEN SELA BASMATI RICE 10K(NT),10063020,5.00,760.00,658.01,637.91,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF SP.GOLDEN SELA BASMATI RICE 25KG(T),10063020,5.00,"1,985.00",1718.61,1666.13,RICE,RICE/PULSES/SPICES,FOOD,1,
CHEF SP.GOLDEN SELA BASMATI RICE 25K(NT),10063020,5.00,"1,890.00",1636.36,1586.39,RICE,RICE/PULSES/SPICES,FOOD,1,
ROASTED DIET-QUINOA-MASALA FLAV 80 GM-T,21069099,12.00,75.00,59.52,56.37,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,60,
ROASTED DIET-QUINOA-TOMATO FLAV 80 GM-T,21069099,12.00,75.00,59.52,56.37,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,60,
ROASTED DIET-FLAXSEED CHILI LIME 150GM-T,21069099,12.00,65.00,51.59,48.85,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,60,
ROASTED DIET-FLAXSEED BLCK SALT 150 GM-T,21069099,12.00,65.00,51.59,48.85,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,60,
ROASTED DIET-MELON 'N' FLAXSEED 150 GM-T,21069099,12.00,80.00,63.49,60.13,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,60,
ROASTED DIET-ROASTED MIX. LIME 125 GM-T,21069099,12.00,55.00,43.65,41.34,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,60,
ROASTED DIET-RICE CRISPY MIXTURE 125 G-T,21069099,12.00,55.00,43.65,41.34,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,60,
ROASTED DIET-OAT MIX. WASABI 125 GM-T,21069099,12.00,60.00,47.62,45.09,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,60,
MANGO DRINK 1 L - T,22029020,12.00,50.00,38.49,36.44,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,12,
GROUNDNUT OIL 1 LTR (B),15089091,5.00,145.00,129.06,123.86,GROUNDNUT OIL,PHYSICAL OIL & GHEE,FOOD,12,
GROUNDNUT OIL 1 LTR (P),15089091,5.00,140.00,124.61,119.59,GROUNDNUT OIL,PHYSICAL OIL & GHEE,FOOD,12,
GROUNDNUT OIL 5 LTR (J),15089091,5.00,715.00,648.53,622.39,GROUNDNUT OIL,PHYSICAL OIL & GHEE,FOOD,4,
RICE BRAN OIL 15 LTR,15149920,5.00,"1,500.00",1373.63,1340.12,RICE BRAN OIL,PHYSICAL OIL & GHEE,FOOD,1,
MUSTARD OIL 15 LTR.,15149920,5.00,"1,425.00",1304.95,1273.12,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,1,
GROUNDNUT OIL 15 LTR.,15089091,5.00,"1,950.00",1785.71,1742.16,GROUNDNUT OIL,PHYSICAL OIL & GHEE,FOOD,1,
SAUNDARYA NOURISHING CREAM 50 G,33049910,18.00,70.00,52.73,49.79,SKIN CARE,NATURAL PERSONAL CARE,NON FOOD,72,
RASGULLA 1 KG -T,21069099,5.00,150.00,126.98,120.65,RASGULLA,BISCUIT & CONFFECTIONARY,FOOD,12,
POPULAR DETERGENT POWDER 250 GM-T,34029011,18.00,13.00,10.20,9.63,DETERGENT POWDER,HOME CARE,NON FOOD,100,
CREAMFEAST ELAICHI BISCUIT 84 GM - T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
CREAMFEAST CHOCOLATE BISCUIT 84 GM - T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
CREAMFEAST LEMON BISCUIT 84 GM - T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
CREAMFEAST ORANGE BISCUIT 84 GM - T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
CREAMFEAST MILK VANILLA BISCUIT 84 GM- T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
HYPOCHLORITE FREE GERMI X FLR CLEANER- T,34029092,18.00,125.00,94.16,88.92,HOUSEHOLD CLEANER,HOME CARE,NON FOOD,12,
GLUCOSHAKTI REGULAR JAR (500+50) GM-T,17023020,18.00,95.00,71.56,67.58,GLUCOSHAKTI,JUICES & NATURAL BEVERAGES,FOOD,24,
AMLA CANDY 250 G,15162021,5.00,70.00,55.56,52.78,CANDY,BISCUIT & CONFFECTIONARY,FOOD,24,
SPECIAL BASMATI RICE 5 KG,10063020,5.00,620.00,504.68,474.77,RICE,RICE/PULSES/SPICES,FOOD,4,
KATARANI RICE 25 KG - T,10063090,5.00,"1,210.00",1067.02,1034.43,RICE,RICE/PULSES/SPICES,FOOD,1,
KESH KANTI HAIR CLEANSER ALOEVERA 450ML,33051090,18.00,170.00,128.06,120.93,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,24,
WHOLE WHEAT ATTA 2 KG -T (BI),11010000,5.00,65.00,57.85,54.97,ATTA,FLOUR & SUGAR,FOOD,20,
MUSTARD OIL 15 KG,15149920,5.00,"1,550.00",1419.41,1384.79,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,1,
GLUCOSHAKTI LIME (200+50) GM  - T,17023020,18.00,55.00,41.43,39.12,GLUCOSHAKTI,JUICES & NATURAL BEVERAGES,FOOD,80,
GLUCOSHAKTI LIME (75+50) GM  - T,17023020,18.00,30.00,22.60,21.34,GLUCOSHAKTI,JUICES & NATURAL BEVERAGES,FOOD,150,
COWS SKIMMED MILK POWDER 200-GM,04021090,5.00,75.00,63.49,60.33,SKIMMED MILK POWDER,JUICES & NATURAL BEVERAGES,FOOD,60,
SOYABEAN OIL 15 KG,15079010,5.00,"1,290.00",1181.32,1152.51,SOYABEAN OIL,PHYSICAL OIL & GHEE,FOOD,1,
BUTTER COOKIES 150 GM - T,19053100,18.00,20.00,15.07,14.23,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,40,
CASHEW COOKIES 66 GM - T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
COWS SKIMMED MILK POWDER 500-GM,04021090,5.00,180.00,152.38,144.78,SKIMMED MILK POWDER,JUICES & NATURAL BEVERAGES,FOOD,24,
DISH WASH BAR TUB 500GM - T,34011941,18.00,35.00,27.46,25.93,DISHWASH,HOME CARE,NON FOOD,24,
GULAB JAMUN - 1KG,21069099,5.00,165.00,139.68,132.72,GULAB JAMUN,BISCUIT & CONFFECTIONARY,FOOD,12,
SAUNDARYA MULTANI MITTI FACE SCRUB-60 GM,34013090,18.00,75.00,56.50,53.35,SCRUB,NATURAL PERSONAL CARE,NON FOOD,96,
SPECIAL BASMATI RICE 10 KG,10063020,5.00,"1,210.00",984.94,926.57,RICE,RICE/PULSES/SPICES,FOOD,4,
TWISTY TASTY BISCUIT 80 GM - T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,60,
ALOEVERA KANTI BODY CLEANSER 57 GM,34011941,18.00,10.00,7.85,7.41,BATHING SOAP,HOME CARE,NON FOOD,144,
CASHEW COOKIES 200 GM - T,19053100,18.00,30.00,22.60,21.34,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,32,
CHEF  SP. CREAM SELLA 10 KG (NT),10063020,5.00,720.00,623.38,604.34,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF  SP. CREAM SELLA 25 KG (NT),10063020,5.00,"1,780.00",1541.13,1494.06,RICE,RICE/PULSES/SPICES,FOOD,1,
GREEN FLUSH TOILET CLEANER(HCL FREE) - T,34022090,18.00,75.00,56.50,53.35,HOUSEHOLD CLEANER,HOME CARE,NON FOOD,24,
POPULAR DETERGENT POWDER 170 G,34029011,18.00,10.00,7.85,7.41,DETERGENT POWDER,HOME CARE,NON FOOD,150,
ROASTED COCONUT OIL 500 ML (P) - T,15131900,5.00,115.00,101.41,96.35,ROASTED COCONUT OIL,PHYSICAL OIL & GHEE,FOOD,18,
ROASTED COCONUT OIL 1 LTR.(P) - T,15131900,5.00,220.00,194.00,184.33,ROASTED COCONUT OIL,PHYSICAL OIL & GHEE,FOOD,12,
SHAKTI RICE XXL MINI DUBAR 25 KG (T),10063020,5.00,"1,520.00",1316.02,1250.37,RICE,RICE/PULSES/SPICES,FOOD,1,
SUPERIOR DETERGENT CAKE 250 GM - T,34022010,18.00,16.00,12.55,11.86,DETERGENT CAKE,HOME CARE,NON FOOD,50,
NAMKEEN BISCUIT COMBO (240 GM)- T,19059020,18.00,30.00,22.60,21.34,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,24,
SHAKTI RICE XXL MINI DUBAR 10 KG (T),10063020,5.00,615.00,532.47,505.91,RICE,RICE/PULSES/SPICES,FOOD,4,
TWISTY TASTY BISCUIT COMBO (240 GM)-T,19053100,18.00,30.00,22.60,21.34,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,24,
HALDI CHANDAN KANTI BODY CLEANSER 57 GM,34011941,18.00,10.00,7.85,7.41,BATHING SOAP,HOME CARE,NON FOOD,144,
TIBAR BASMATI RICE 1 KG,10063020,5.00,99.00,81.99,77.90,RICE,RICE/PULSES/SPICES,FOOD,20,
TIBAR BASMATI RICE 5 KG,10063020,5.00,480.00,397.52,377.69,RICE,RICE/PULSES/SPICES,FOOD,4,
SUPERIOR DETERGENT POWDER 15 G,34029011,18.00,2.00,1.57,1.48,DETERGENT POWDER,HOME CARE,NON FOOD,1000,
CHEF  SP. CREAM SELLA 25 KG (T),10063020,5.00,"1,870.00",1619.05,1569.61,RICE,RICE/PULSES/SPICES,FOOD,1,
SUPERIOR DETERGENT POWDER 150 G,34029011,18.00,10.00,7.85,7.41,DETERGENT POWDER,HOME CARE,NON FOOD,150,
SUPERIOR QUALITY DETERGENT CAKE 150 GM,34022010,18.00,10.00,7.85,7.41,DETERGENT CAKE,HOME CARE,NON FOOD,84,
TWISTY TASTY BISCUIT 40 GM - T,19053100,18.00,5.00,3.77,3.56,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,200,
AASTHA AGARBATTI MOGRA - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA COTTON WICKS HALDI 25 GM,33049940,0.00,40.00,32.00,32.00,POOJA SAMAGRI,HOME CARE,NON FOOD,96,
AASTHA COTTON WICKS KUMKUM 25 GM,33049940,0.00,40.00,32.00,32.00,POOJA SAMAGRI,HOME CARE,NON FOOD,96,
AASTHA COTTON WICKS PLAIN 25 GM,33049940,0.00,40.00,32.00,32.00,POOJA SAMAGRI,HOME CARE,NON FOOD,96,
HALDI CHANDAN KANTI BODY CLN-(4X1) 57 GM,34011941,18.00,40.00,31.39,29.64,BATHING SOAP,HOME CARE,NON FOOD,36,
ALOEVERA KANTI BODY CLEANSER-(4X1) 57 GM,34011941,18.00,40.00,31.39,29.64,BATHING SOAP,HOME CARE,NON FOOD,36,
DANT KANTI NATURAL TOOTHPASTE 100 G,33061020,18.00,40.00,30.82,29.10,DANT KANTI,HOME CARE,NON FOOD,96,
AASTHA AGARBATTI SHANTI - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
VIRGIN COCONUT OIL 500 ML (B) - T,15131900,5.00,310.00,262.43,249.34,VIRGIN COCONUT OIL,PHYSICAL OIL & GHEE,FOOD,24,
VIRGIN COCONUT OIL 250 ML (B) - T,15131900,5.00,170.00,143.92,136.74,VIRGIN COCONUT OIL,PHYSICAL OIL & GHEE,FOOD,48,
SHAKTI RICE XXL MINI MOGRA-2 10 KG (T),10063020,5.00,360.00,311.69,296.14,RICE,RICE/PULSES/SPICES,FOOD,4,
POPULAR QUALITY DETERGENT CAKE 198 GM,34022010,18.00,10.00,7.85,7.41,DETERGENT CAKE,HOME CARE,NON FOOD,60,
CORN FLAKES 875  GM - T,19041010,18.00,265.00,199.62,188.50,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,6,
AASTHA AGARBATTI RAJNIGANDHA -  75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI RAJNIGANDHA -  20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI SHANTI - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI MOGRA - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
POPULAR DETERGENT POWDER 170GM-T,34029011,18.00,10.00,7.85,7.41,DETERGENT POWDER,HOME CARE,NON FOOD,150,
WHOLE WHEAT ATTA 15 KG -T,11010000,5.00,440.00,391.63,372.10,ATTA,FLOUR & SUGAR,FOOD,1,
HERBAL POWERVITA - 500 GM,19019090,18.00,205.00,147.23,139.03,POWERVITA,JUICES & NATURAL BEVERAGES,FOOD,20,
DALIA 500 GM-T,11031900,5.00,22.00,18.62,17.70,DALIA,FLOUR & SUGAR,FOOD,30,
SHAKTI RICE XXL MINI MOGRA-2 25 KG (T),10063020,5.00,885.00,766.23,728.01,RICE,RICE/PULSES/SPICES,FOOD,1,
POPULAR QUALITY DETERGENT CAKE 100 GM,34022010,18.00,5.00,3.92,3.70,DETERGENT CAKE,HOME CARE,NON FOOD,120,
AASTHA AGARBATTI RAT KI RANI - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI RAT KI RANI - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
DUBAR BASMATI RICE 1 KG,10063020,5.00,85.00,70.39,66.88,RICE,RICE/PULSES/SPICES,FOOD,20,
GROUNDNUT OIL 15 KG,15089091,5.00,"1,805.00",1652.93,1612.62,GROUNDNUT OIL,PHYSICAL OIL & GHEE,FOOD,1,
DUBAR BASMATI RICE 5 KG,10063020,5.00,415.00,343.69,326.54,RICE,RICE/PULSES/SPICES,FOOD,4,
SOYAVITA SOYA KATORI 100 GM-T,21069099,12.00,35.00,27.78,26.30,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,24,
DANT KANTI FRESH ACTIVE GEL T.P 80 GM,33061020,18.00,45.00,34.67,32.74,DANT KANTI,HOME CARE,NON FOOD,96,
BAJRA COOKIES 150 GM - T,19053100,18.00,50.00,37.66,35.57,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,20,
DIVYA SHUDDHI CHURNA 100 GM - T,30049011,12.00,85.00,63.24,NOTFORRETAIL,CHURNA (DP),JUICES & NATURAL BEVERAGES,FOOD,100,
POHA 500 GM -T,19041020,0.00,35.00,30.17,28.74,POHA,FLOUR & SUGAR,FOOD,40,
POHA 1 KG -T,19041020,0.00,67.00,57.76,55.01,POHA,FLOUR & SUGAR,FOOD,20,
SOYAVITA ITALIAN SOYA KATORI 100 GM-T,21069099,12.00,35.00,27.78,26.30,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,24,
SUPERIOR QUALITY DETERGENT CAKE 80 GM,34022010,18.00,5.00,3.92,3.70,DETERGENT CAKE,HOME CARE,NON FOOD,144,
TOP LITE BISCUIT 42 GM - T,19059020,18.00,5.00,3.77,3.56,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,200,
TOP LITE BISCUIT 84 GM - T,19059020,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
WHITE CHOCOLATE - 15 GM,17041000,18.00,12.00,8.84,8.17,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,720,
WHITE CHOCOLATE WITH RICE CRISPS - 15 GM,17041000,18.00,12.00,8.84,8.17,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,720,
WHITE CHOCOLATE ROASTED NUT & RAISIN-15G,17041000,18.00,15.00,11.05,10.21,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,720,
AASTHA AGARBATTI PACHAULI - 125 GM,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI ROSE - 125 GM,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI SANDAL - 125 GM,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
